SAO PAULO-SP,355030 ,ARAPEI-SP,350315 ,"244,1"
SAO PAULO-SP,355030 ,ARAPIRACA-AL,270030 ,"1.862,8"
SAO PAULO-SP,355030 ,ARAPOEMA-TO,170230 ,"1.784,4"
SAO PAULO-SP,355030 ,ARAPONGA-MG,310370 ,"530,7"
SAO PAULO-SP,355030 ,ARAPONGAS-PR,410150 ,"488,3"
SAO PAULO-SP,355030 ,ARAPORA-MG,310375 ,"625,3"
SAO PAULO-SP,355030 ,ARAPOTI-PR,410160 ,"331,6"
SAO PAULO-SP,355030 ,ARAPUA-MG,310380 ,"503,6"
SAO PAULO-SP,355030 ,ARAPUTANGA-MT,510125 ,"1.518,5"
SAO PAULO-SP,355030 ,ARARA-PB,250090 ,"2.191,5"
SAO PAULO-SP,355030 ,ARARANGUA-SC,420140 ,"664,6"
SAO PAULO-SP,355030 ,ARARAQUARA-SP,350320 ,"250,4"
SAO PAULO-SP,355030 ,ARARAS-SP,350330 ,"151,3"
SAO PAULO-SP,355030 ,ARARIPE-CE,230130 ,"1.943,0"
SAO PAULO-SP,355030 ,ARARIPINA-PE,260110 ,"1.892,1"
SAO PAULO-SP,355030 ,ARARUAMA-RJ,330020 ,"446,3"
SAO PAULO-SP,355030 ,ARARUNA-PB,250100 ,"2.218,5"
SAO PAULO-SP,355030 ,ARARUNA-PR,410170 ,"598,4"
SAO PAULO-SP,355030 ,ARATACA-BA,290225 ,"1.190,5"
SAO PAULO-SP,355030 ,ARAUA-SE,280040 ,"1.665,3"
SAO PAULO-SP,355030 ,ARAUCARIA-PR,410180 ,"361,0"
SAO PAULO-SP,355030 ,ARAUJOS-MG,310390 ,"427,4"
SAO PAULO-SP,355030 ,ARAXA-MG,310400 ,"439,5"
SAO PAULO-SP,355030 ,ARCEBURGO-MG,310410 ,"243,7"
SAO PAULO-SP,355030 ,ARCO-IRIS-SP,350335 ,"438,7"
SAO PAULO-SP,355030 ,ARCOS-MG,310420 ,"378,5"
SAO PAULO-SP,355030 ,ARCOVERDE-PE,260120 ,"1.966,5"
SAO PAULO-SP,355030 ,AREADO-MG,310430 ,"247,3"
SAO PAULO-SP,355030 ,AREAL-RJ,330022 ,"389,4"
SAO PAULO-SP,355030 ,AREALVA-SP,350340 ,"286,8"
SAO PAULO-SP,355030 ,AREIA BRANCA-RN,240110 ,"2.304,1"
SAO PAULO-SP,355030 ,AREIA BRANCA-SE,280050 ,"1.729,7"
SAO PAULO-SP,355030 ,AREIA-PB,250110 ,"2.181,8"
SAO PAULO-SP,355030 ,AREIAS-SP,350350 ,"225,1"
SAO PAULO-SP,355030 ,AREIOPOLIS-SP,350360 ,"228,7"
SAO PAULO-SP,355030 ,ARENAPOLIS-MT,510130 ,"1.472,5"
SAO PAULO-SP,355030 ,ARINOS-MG,310450 ,"848,5"
SAO PAULO-SP,355030 ,ARIPUANA-MT,510140 ,"2.014,0"
SAO PAULO-SP,355030 ,ARIQUEMES-RO,110002 ,"2.307,3"
SAO PAULO-SP,355030 ,ARIRANHA DO IVAI-PR,410185 ,"511,3"
SAO PAULO-SP,355030 ,ARIRANHA-SP,350370 ,"342,0"
SAO PAULO-SP,355030 ,ARMACAO DOS BUZIOS-RJ,330023 ,"493,8"
SAO PAULO-SP,355030 ,AROAZES-PI,220090 ,"2.005,8"
SAO PAULO-SP,355030 ,AROEIRAS DO ITAIM-PI,220095 ,"1.891,4"
